품종,크기(체중에따른),크기(라벨링),나이,산책시간(시간),체중,적정음수량,성별,중성화여부,색상
믹스견,소,0,2,1,6.5,422.5,M,N,찐흰갈색
믹스견,소,0,2,1,6.5,422.5,F,U,갈/흰
믹스견,소,0,3,1,6.5,422.5,M,N,"연갈색, 흰색"
믹스견,소,0,3,1,6.5,422.5,F,U,연갈색
믹스견,소,0,3,1,6.5,422.5,F,N,황색
믹스견,소,0,3,1,6.5,422.5,F,N,검정색
믹스견,소,0,3,1,6.5,422.5,M,N,크림색
믹스견,소,0,3,1,6.5,422.5,F,U,"갈색,흰색"
믹스견,소,0,3,1,6.5,422.5,F,N,갈색
믹스견,소,0,4,1,6.5,422.5,F,N,흰색
믹스견,소,0,4,1,6.5,422.5,M,N,검/흰
믹스견,소,0,4,1,6.5,422.5,F,N,"크림색, 흰색"
믹스견,소,0,5,1,6.5,422.5,M,N,황색
믹스견,소,0,6,1,6.5,422.5,F,N,"흰색, 검정색"
믹스견,소,0,7,1,6.5,422.5,M,N,"갈색, 백색"
믹스견,소,0,10,0.5,6.5,422.5,F,U,갈/흰
믹스견,소,0,10,0.5,6.5,422.5,M,N,갈
믹스견,소,0,5,1,6.54,425.1,M,N,하양
믹스견,소,0,0,0.8,6.6,429,F,U,흑백색
믹스견,소,0,0,0.8,6.6,429,M,N,흰
믹스견,소,0,2,1,6.6,429,F,N,갈색
믹스견,소,0,3,1,6.6,429,M,N,"옅은황색,회색"
믹스견,소,0,4,1,6.6,429,M,N,흰/갈/검
믹스견,소,0,3,1,6.66,432.9,M,N,하양
믹스견,소,0,0,0.8,6.7,435.5,F,U,흰
믹스견,소,0,0,0.8,6.7,435.5,M,N,검/흰
믹스견,소,0,0,0.8,6.7,435.5,F,N,"갈색, 백색"
믹스견,소,0,1,1,6.7,435.5,F,N,흰색
믹스견,소,0,1,1,6.7,435.5,F,U,흰색
믹스견,소,0,1,1,6.7,435.5,M,N,갈색
믹스견,소,0,2,1,6.7,435.5,M,Y,흰
믹스견,소,0,2,1,6.7,435.5,F,U,흰
믹스견,소,0,2,1,6.7,435.5,F,N,갈색
믹스견,소,0,3,1,6.7,435.5,F,N,흰색
믹스견,소,0,4,1,6.7,435.5,M,N,흰
믹스견,소,0,9,0.5,6.7,435.5,M,Y,"백색, 갈색"
믹스견,소,0,0,0.8,6.74,438.1,M,N,옅은갈색/검정
믹스견,소,0,0,0.8,6.8,442,F,U,연갈색
믹스견,소,0,0,0.8,6.8,442,F,U,노/흰
믹스견,소,0,0,0.8,6.8,442,F,U,흰
믹스견,소,0,1,1,6.8,442,M,N,검/갈/흰
믹스견,소,0,1,1,6.8,442,F,N,흰색
믹스견,소,0,1,1,6.8,442,F,U,흰/갈
믹스견,소,0,2,1,6.8,442,F,N,갈색
믹스견,소,0,2,1,6.8,442,F,U,검/갈
믹스견,소,0,3,1,6.8,442,M,N,갈백색
믹스견,소,0,4,1,6.8,442,F,U,갈/흰
믹스견,소,0,4,1,6.8,442,F,U,갈/흰
믹스견,소,0,4,1,6.8,442,F,U,검/갈/흰
믹스견,소,0,5,1,6.8,442,F,N,흰색
믹스견,소,0,2,1,6.84,444.6,M,N,크림색
믹스견,소,0,0,0.8,6.85,445.25,F,N,"갈색, 검정"
믹스견,소,0,4,1,6.85,445.25,M,N,검정
믹스견,소,0,0,0.8,6.87,446.55,M,N,갈색
믹스견,소,0,0,0.8,6.9,448.5,M,N,검/갈
믹스견,소,0,0,0.8,6.9,448.5,M,N,갈/검/흰
믹스견,소,0,1,1,6.9,448.5,M,N,갈색
믹스견,소,0,2,1,6.9,448.5,M,U,연한 갈색
믹스견,소,0,3,1,6.9,448.5,F,N,흰색.갈색
믹스견,소,0,3,1,6.9,448.5,M,U,흰색
믹스견,소,0,3,1,6.9,448.5,F,N,크림
믹스견,소,0,4,1,6.9,448.5,M,N,갈/검
믹스견,소,0,0,0.8,7,455,F,N,검/흰
믹스견,소,0,0,0.8,7,455,M,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈색
믹스견,소,0,0,0.8,7,455,M,N,베이지
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈색
믹스견,소,0,0,0.8,7,455,F,N,옅은 갈색
믹스견,소,0,0,0.8,7,455,M,U,흑
믹스견,소,0,0,0.8,7,455,F,N,갈
믹스견,소,0,0,0.8,7,455,F,N,백
믹스견,소,0,0,0.8,7,455,M,N,갈
믹스견,소,0,0,0.8,7,455,M,N,갈색
믹스견,소,0,0,0.8,7,455,M,N,백갈흑
믹스견,소,0,0,0.8,7,455,F,U,호피
믹스견,소,0,0,0.8,7,455,F,U,갈/검/흰
믹스견,소,0,0,0.8,7,455,M,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈흑
믹스견,소,0,0,0.8,7,455,F,N,갈백흑
믹스견,소,0,0,0.8,7,455,F,N,옅은갈색
믹스견,소,0,0,0.8,7,455,F,U,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈색
믹스견,소,0,0,0.8,7,455,M,N,갈/검/흰
믹스견,소,0,0,0.8,7,455,F,N,백갈
믹스견,소,0,0,0.8,7,455,M,N,베이지
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,베이지색
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,F,N,베이지
믹스견,소,0,0,0.8,7,455,F,N,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈색
믹스견,소,0,0,0.8,7,455,M,N,흰/갈
믹스견,소,0,0,0.8,7,455,F,U,갈/검/흰
믹스견,소,0,0,0.8,7,455,M,U,흰색
믹스견,소,0,0,0.8,7,455,M,N,갈/검
믹스견,소,0,0,0.8,7,455,M,N,흰색
믹스견,소,0,1,1,7,455,M,N,"갈색,검은색"
믹스견,소,0,1,1,7,455,M,N,흰색
믹스견,소,0,1,1,7,455,M,N,"검정,황색"
믹스견,소,0,1,1,7,455,M,N,갈백
믹스견,소,0,1,1,7,455,M,N,백
믹스견,소,0,1,1,7,455,M,Y,"회,갈"
믹스견,소,0,1,1,7,455,Q,U,흰색
믹스견,소,0,1,1,7,455,M,N,흰색
믹스견,소,0,1,1,7,455,F,N,갈색
믹스견,소,0,1,1,7,455,F,U,갈색
믹스견,소,0,1,1,7,455,M,N,갈색
믹스견,소,0,1,1,7,455,F,U,검/갈/흰
믹스견,소,0,1,1,7,455,F,U,흑백
믹스견,소,0,1,1,7,455,F,N,"갈색,검정"
믹스견,소,0,1,1,7,455,F,U,흰색
믹스견,소,0,1,1,7,455,F,U,연갈색
믹스견,소,0,1,1,7,455,F,U,갈백
믹스견,소,0,1,1,7,455,F,N,크림색
믹스견,소,0,1,1,7,455,Q,U,황색
믹스견,소,0,1,1,7,455,M,N,갈/흰
믹스견,소,0,2,1,7,455,F,N,검/갈
믹스견,소,0,2,1,7,455,F,U,갈색
믹스견,소,0,2,1,7,455,F,U,크림색
믹스견,소,0,2,1,7,455,F,U,갈백
믹스견,소,0,2,1,7,455,F,U,아이보리
믹스견,소,0,2,1,7,455,F,N,갈색
믹스견,소,0,2,1,7,455,M,N,갈색
믹스견,소,0,2,1,7,455,M,N,흰갈
믹스견,소,0,2,1,7,455,M,N,"흰색,갈색"
믹스견,소,0,2,1,7,455,M,N,연갈색
믹스견,소,0,2,1,7,455,F,U,갈
믹스견,소,0,2,1,7,455,M,N,"황색,갈색"
믹스견,소,0,2,1,7,455,F,U,흰/갈
믹스견,소,0,2,1,7,455,F,U,검/갈
믹스견,소,0,2,1,7,455,M,N,흰색
믹스견,소,0,2,1,7,455,F,N,"흰색, 연갈색"
믹스견,소,0,2,1,7,455,M,N,흰색
믹스견,소,0,2,1,7,455,F,U,옅은갈색
믹스견,소,0,2,1,7,455,F,N,흰색
믹스견,소,0,2,1,7,455,M,N,흑갈색
믹스견,소,0,2,1,7,455,F,U,검정
믹스견,소,0,2,1,7,455,F,U,검/흰
믹스견,소,0,2,1,7,455,F,U,회색
믹스견,소,0,2,1,7,455,M,U,갈색
믹스견,소,0,2,1,7,455,F,N,크림색
믹스견,소,0,2,1,7,455,M,N,황색
믹스견,소,0,3,1,7,455,M,N,흰/갈
믹스견,소,0,3,1,7,455,M,N,흰회색
믹스견,소,0,3,1,7,455,M,U,갈색
믹스견,소,0,3,1,7,455,M,N,갈색
믹스견,소,0,3,1,7,455,M,N,갈백
믹스견,소,0,3,1,7,455,M,N,흰색
믹스견,소,0,3,1,7,455,F,N,흰+갈색
믹스견,소,0,3,1,7,455,M,Y,검/갈
믹스견,소,0,3,1,7,455,M,N,검정색
믹스견,소,0,3,1,7,455,M,N,갈백색
믹스견,소,0,3,1,7,455,M,N,황색
믹스견,소,0,3,1,7,455,F,N,진갈색
믹스견,소,0,3,1,7,455,F,U,흰/갈
믹스견,소,0,3,1,7,455,M,N,"흰색, 옅은황색"
믹스견,소,0,4,1,7,455,F,N,호피
믹스견,소,0,4,1,7,455,M,N,갈백흑
믹스견,소,0,4,1,7,455,M,N,"흰색, 연갈색"
믹스견,소,0,4,1,7,455,F,N,"연갈색, 흰색"
믹스견,소,0,4,1,7,455,F,N,흰색
믹스견,소,0,4,1,7,455,F,U,검정색
믹스견,소,0,4,1,7,455,F,N,흰갈색
믹스견,소,0,4,1,7,455,M,Y,"갈색,검정"
믹스견,소,0,4,1,7,455,F,N,"검정,황색,흰색"
믹스견,소,0,5,1,7,455,F,U,흰색
믹스견,소,0,5,1,7,455,F,N,흰색
믹스견,소,0,6,1,7,455,M,Y,연갈색
믹스견,소,0,7,1,7,455,M,Y,갈색
믹스견,소,0,8,0.5,7,455,M,N,갈색
믹스견,소,0,8,0.5,7,455,F,N,갈색
믹스견,소,0,8,0.5,7,455,F,U,흰색
믹스견,소,0,10,0.5,7,455,F,U,베이지색
믹스견,소,0,10,0.5,7,455,M,N,백갈
믹스견,소,0,15,0.5,7,455,F,U,베이지
믹스견,소,0,0,0.8,7.1,461.5,F,U,흰
믹스견,소,0,0,0.8,7.1,461.5,M,N,흰/갈
믹스견,소,0,1,1,7.1,461.5,F,U,연갈
믹스견,소,0,1,1,7.1,461.5,F,N,흰색
믹스견,소,0,2,1,7.1,461.5,M,U,흰색
믹스견,소,0,2,1,7.1,461.5,M,N,갈/흰
믹스견,소,0,3,1,7.1,461.5,M,N,흰
믹스견,소,0,2,1,7.11,462.15,F,N,하양
믹스견,소,0,0,0.8,7.2,468,F,U,검/흰
믹스견,소,0,0,0.8,7.2,468,F,U,흰
믹스견,소,0,0,0.8,7.2,468,F,U,갈색
믹스견,소,0,1,1,7.2,468,F,U,흰/노
믹스견,소,0,1,1,7.2,468,F,U,갈/흰
믹스견,소,0,1,1,7.2,468,M,N,"갈색, 흰색"
믹스견,소,0,1,1,7.2,468,M,N,"흰색, 검정색"
믹스견,소,0,1,1,7.2,468,M,N,갈색
믹스견,소,0,1,1,7.2,468,M,N,"흰,갈색"
믹스견,소,0,2,1,7.2,468,F,U,검정
믹스견,소,0,2,1,7.2,468,M,U,검/흰
믹스견,소,0,2,1,7.2,468,M,U,검갈
믹스견,소,0,2,1,7.2,468,F,N,검정 갈색
믹스견,소,0,2,1,7.2,468,F,U,갈/검/흰
믹스견,소,0,3,1,7.2,468,M,N,아이보리
믹스견,소,0,3,1,7.2,468,F,U,갈/흰
믹스견,소,0,4,1,7.2,468,F,U,갈/검/흰
믹스견,소,0,7,1,7.2,468,M,Y,흰/갈
믹스견,소,0,0,0.8,7.3,474.5,F,U,갈색
믹스견,소,0,0,0.8,7.3,474.5,F,U,흰/갈
믹스견,소,0,1,1,7.3,474.5,M,Y,갈백색
믹스견,소,0,1,1,7.3,474.5,M,N,황색
믹스견,소,0,2,1,7.3,474.5,F,N,검정
믹스견,소,0,2,1,7.3,474.5,F,U,"흰색,검은색"
믹스견,소,0,3,1,7.3,474.5,M,N,갈/흰
믹스견,소,0,4,1,7.3,474.5,M,N,갈색/흰색
믹스견,소,0,0,0.8,7.35,477.75,F,N,갈색
믹스견,소,0,0,0.8,7.4,481,M,N,갈/흰
믹스견,소,0,0,0.8,7.4,481,F,U,갈/검/흰
믹스견,소,0,0,0.8,7.4,481,F,U,흰
믹스견,소,0,0,0.8,7.4,481,M,N,흰/갈
믹스견,소,0,0,0.8,7.4,481,M,N,옅은갈색/검정
믹스견,소,0,1,1,7.4,481,F,U,갈/검
믹스견,소,0,1,1,7.4,481,M,N,갈색
믹스견,소,0,1,1,7.4,481,M,U,갈/흰
믹스견,소,0,1,1,7.4,481,M,N,황색
믹스견,소,0,2,1,7.4,481,M,N,갈/흰
믹스견,소,0,2,1,7.4,481,F,U,흰
믹스견,소,0,3,1,7.4,481,M,N,하양
믹스견,소,0,3,1,7.4,481,F,N,갈/흰/검
믹스견,소,0,14,0.5,7.4,481,F,N,흰색
믹스견,소,0,2,1,7.42,482.3,F,N,갈색
믹스견,소,0,3,1,7.45,484.25,M,N,갈색/하양
믹스견,소,0,0,0.8,7.5,487.5,M,N,갈/흰
믹스견,소,0,0,0.8,7.5,487.5,M,N,"백색,흑색"
믹스견,소,0,0,0.8,7.5,487.5,F,N,갈색
믹스견,소,0,0,0.8,7.5,487.5,M,Y,흰
믹스견,소,0,1,1,7.5,487.5,M,N,흑갈색
믹스견,소,0,1,1,7.5,487.5,F,U,황색
믹스견,소,0,1,1,7.5,487.5,M,N,흰색
믹스견,소,0,1,1,7.5,487.5,M,N,흑갈색
믹스견,소,0,1,1,7.5,487.5,F,N,"갈색, 백색"
믹스견,소,0,1,1,7.5,487.5,F,U,흰색
믹스견,소,0,1,1,7.5,487.5,M,N,흰색
믹스견,소,0,1,1,7.5,487.5,M,N,"연갈색, 흰색"
믹스견,소,0,1,1,7.5,487.5,M,N,검갈색
믹스견,소,0,2,1,7.5,487.5,F,N,크림색
믹스견,소,0,2,1,7.5,487.5,F,N,옅은갈색
믹스견,소,0,2,1,7.5,487.5,M,N,흰색
믹스견,소,0,2,1,7.5,487.5,M,N,흰/갈
믹스견,소,0,2,1,7.5,487.5,M,Y,크림색
믹스견,소,0,2,1,7.5,487.5,M,N,갈/흰/노
믹스견,소,0,2,1,7.5,487.5,M,N,흰색
믹스견,소,0,2,1,7.5,487.5,M,N,갈색
믹스견,소,0,3,1,7.5,487.5,F,N,연갈
믹스견,소,0,3,1,7.5,487.5,M,Y,흰색
믹스견,소,0,3,1,7.5,487.5,M,N,크림색
믹스견,소,0,3,1,7.5,487.5,F,N,"흰색, 흑회색"
믹스견,소,0,3,1,7.5,487.5,M,N,흑갈색
믹스견,소,0,3,1,7.5,487.5,F,U,흰색
믹스견,소,0,3,1,7.5,487.5,F,U,갈/흰
믹스견,소,0,3,1,7.5,487.5,M,N,갈색
믹스견,소,0,3,1,7.5,487.5,M,N,"흰색, 갈색"
믹스견,소,0,3,1,7.5,487.5,M,N,크림색
믹스견,소,0,4,1,7.5,487.5,M,N,"검정색, 흰색"
믹스견,소,0,4,1,7.5,487.5,F,N,황갈색
믹스견,소,0,4,1,7.5,487.5,Q,Y,"검정,갈색"
믹스견,소,0,5,1,7.5,487.5,M,N,연갈색
믹스견,소,0,5,1,7.5,487.5,F,N,삼색
믹스견,소,0,5,1,7.5,487.5,M,N,"백색, 흑색"
믹스견,소,0,5,1,7.5,487.5,F,N,"백색, 갈색"
믹스견,소,0,5,1,7.5,487.5,F,N,갈색/흰색
믹스견,소,0,5,1,7.5,487.5,M,Y,흰색
믹스견,소,0,0,0.8,7.52,488.8,F,U,"검정,갈색,흰색"
믹스견,소,0,0,0.8,7.6,494,M,N,갈색
믹스견,소,0,0,0.8,7.6,494,M,N,검/갈
믹스견,소,0,0,0.8,7.6,494,M,N,흰
믹스견,소,0,1,1,7.6,494,F,U,갈
믹스견,소,0,1,1,7.6,494,M,N,흰/갈
믹스견,소,0,2,1,7.6,494,F,U,검/갈
믹스견,소,0,2,1,7.6,494,M,N,흰/갈/검
믹스견,소,0,3,1,7.6,494,F,U,갈/검/흰
믹스견,소,0,3,1,7.6,494,F,U,갈/흰
믹스견,소,0,4,1,7.6,494,F,U,흰/검
믹스견,소,0,3,1,7.64,496.6,F,N,베이지
믹스견,소,0,3,1,7.7,500.5,M,N,그레이&화이트
믹스견,소,0,3,1,7.7,500.5,F,U,갈색
믹스견,소,0,4,1,7.7,500.5,F,U,갈/흰
믹스견,소,0,5,1,7.7,500.5,F,U,갈/흰
믹스견,소,0,10,0.5,7.7,500.5,F,U,흰/연갈
믹스견,소,0,0,0.8,7.8,507,M,N,흰색
믹스견,소,0,0,0.8,7.8,507,F,N,갈색
믹스견,소,0,0,0.8,7.8,507,F,U,흰/갈
믹스견,소,0,0,0.8,7.8,507,M,Y,흑갈색
믹스견,소,0,0,0.8,7.8,507,M,N,쵸코
믹스견,소,0,0,0.8,7.8,507,F,Y,"흑색, 백색"
믹스견,소,0,0,0.8,7.8,507,M,N,흰/갈/검
믹스견,소,0,0,0.8,7.8,507,F,U,흑백색
믹스견,소,0,1,1,7.8,507,M,N,흰색
믹스견,소,0,3,1,7.8,507,F,U,갈/흰
믹스견,소,0,3,1,7.8,507,F,U,흰
믹스견,소,0,3,1,7.8,507,M,Y,갈백색
믹스견,소,0,4,1,7.8,507,F,N,"황색, 흰색"
믹스견,소,0,5,1,7.8,507,F,N,진갈
믹스견,소,0,4,1,7.84,509.6,F,N,하양
믹스견,소,0,2,1,7.9,513.5,M,N,"검정,회색,흰색"
믹스견,소,0,2,1,7.9,513.5,F,U,흰/갈
믹스견,소,0,3,1,7.9,513.5,F,N,"흑, 회, 백"
믹스견,소,0,4,1,7.9,513.5,M,N,갈/검/흰
믹스견,소,0,6,1,7.9,513.5,M,Y,"갈색, 백색"
믹스견,소,0,0,0.8,8,520,F,U,"검은색, 갈색"
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,M,N,흰색
믹스견,소,0,0,0.8,8,520,F,N,암컷
믹스견,소,0,0,0.8,8,520,M,N,흰색
믹스견,소,0,0,0.8,8,520,Q,U,갈흑백
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,F,N,"갈색,흰색"
믹스견,소,0,0,0.8,8,520,F,U,연갈
믹스견,소,0,0,0.8,8,520,M,N,호피
믹스견,소,0,0,0.8,8,520,M,N,"갈색,검정"
믹스견,소,0,0,0.8,8,520,F,N,베이지
믹스견,소,0,0,0.8,8,520,F,N,회색
믹스견,소,0,0,0.8,8,520,F,U,검/흰
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,M,N,흰/갈
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,F,N,"검정,갈색"
믹스견,소,0,0,0.8,8,520,M,N,흰색
믹스견,소,0,0,0.8,8,520,M,N,검정
믹스견,소,0,0,0.8,8,520,F,U,갈색
믹스견,소,0,0,0.8,8,520,M,N,갈색
믹스견,소,0,0,0.8,8,520,M,U,백색
믹스견,소,0,0,0.8,8,520,F,N,진갈색
믹스견,소,0,0,0.8,8,520,F,N,흰색
믹스견,소,0,0,0.8,8,520,F,U,갈백
믹스견,소,0,1,1,8,520,F,U,"검정,갈색"
믹스견,소,0,1,1,8,520,F,N,흰색
믹스견,소,0,1,1,8,520,F,N,갈색
믹스견,소,0,1,1,8,520,M,U,갈색
믹스견,소,0,1,1,8,520,F,U,검/흰
믹스견,소,0,1,1,8,520,F,N,흰색
믹스견,소,0,1,1,8,520,M,N,흰색
믹스견,소,0,1,1,8,520,M,N,흰색
믹스견,소,0,1,1,8,520,F,N,갈색
믹스견,소,0,1,1,8,520,M,N,갈색
믹스견,소,0,1,1,8,520,F,U,갈/검
믹스견,소,0,1,1,8,520,F,N,블랙탄
믹스견,소,0,1,1,8,520,M,N,연갈색
믹스견,소,0,1,1,8,520,M,N,백 연갈
믹스견,소,0,1,1,8,520,M,N,흰색
믹스견,소,0,1,1,8,520,M,Y,흰색
믹스견,소,0,1,1,8,520,F,N,흰색
믹스견,소,0,1,1,8,520,F,N,베이지
믹스견,소,0,1,1,8,520,M,U,흰색
믹스견,소,0,1,1,8,520,M,N,흰색
믹스견,소,0,1,1,8,520,M,N,흰색
믹스견,소,0,1,1,8,520,M,N,누렁색
믹스견,소,0,1,1,8,520,M,N,갈색
믹스견,소,0,1,1,8,520,F,U,백
믹스견,소,0,1,1,8,520,F,N,황색
믹스견,소,0,2,1,8,520,M,N,갈색
믹스견,소,0,2,1,8,520,M,N,흰색
믹스견,소,0,2,1,8,520,F,N,검정
믹스견,소,0,2,1,8,520,F,N,검갈색
믹스견,소,0,2,1,8,520,F,N,"흰색,갈색"
믹스견,소,0,2,1,8,520,M,N,갈/흰
믹스견,소,0,2,1,8,520,M,N,검갈색
믹스견,소,0,2,1,8,520,F,N,갈색
믹스견,소,0,2,1,8,520,F,U,갈
믹스견,소,0,2,1,8,520,M,N,흰색+검정색 얼룩
믹스견,소,0,2,1,8,520,F,U,백
믹스견,소,0,2,1,8,520,F,N,백갈
믹스견,소,0,2,1,8,520,M,N,백갈
믹스견,소,0,2,1,8,520,M,N,흰
믹스견,소,0,2,1,8,520,F,U,흰색
믹스견,소,0,2,1,8,520,F,U,갈백
믹스견,소,0,2,1,8,520,M,N,흑백갈
믹스견,소,0,2,1,8,520,F,U,백
믹스견,소,0,2,1,8,520,F,U,백갈
믹스견,소,0,3,1,8,520,M,N,황색
믹스견,소,0,3,1,8,520,F,N,갈색
믹스견,소,0,3,1,8,520,M,N,검정
믹스견,소,0,3,1,8,520,M,N,흰색
믹스견,소,0,3,1,8,520,F,U,흰
믹스견,소,0,3,1,8,520,F,N,흰색
믹스견,소,0,3,1,8,520,F,N,흰색
믹스견,소,0,3,1,8,520,Q,U,"황색,"
믹스견,소,0,3,1,8,520,M,N,갈/흰
믹스견,소,0,3,1,8,520,F,N,갈색
믹스견,소,0,3,1,8,520,F,U,검/갈
믹스견,소,0,3,1,8,520,F,N,갈색
믹스견,소,0,3,1,8,520,M,N,흑백색
믹스견,소,0,3,1,8,520,F,N,갈색
믹스견,소,0,3,1,8,520,F,U,흰색
믹스견,소,0,3,1,8,520,M,N,흰누렁색
믹스견,소,0,3,1,8,520,F,U,흰색
믹스견,소,0,3,1,8,520,F,N,크림색
믹스견,소,0,3,1,8,520,F,U,흰/갈
믹스견,소,0,3,1,8,520,F,N,갈색/가슴 흰줄
믹스견,소,0,3,1,8,520,M,N,갈색
믹스견,소,0,3,1,8,520,Q,Y,검정.황색
믹스견,소,0,3,1,8,520,M,N,갈색
믹스견,소,0,3,1,8,520,M,N,갈색
믹스견,소,0,4,1,8,520,F,N,연갈
믹스견,소,0,4,1,8,520,M,N,"황색,흰색"
믹스견,소,0,4,1,8,520,F,N,흰+검 얼룩
믹스견,소,0,4,1,8,520,F,N,"흑회색, 흰색"
믹스견,소,0,4,1,8,520,F,U,흰갈색
믹스견,소,0,4,1,8,520,M,N,흰색+갈색
믹스견,소,0,4,1,8,520,M,N,연누렁색
믹스견,소,0,4,1,8,520,F,N,검갈
믹스견,소,0,4,1,8,520,M,U,황색
믹스견,소,0,5,1,8,520,F,N,흰+갈색
믹스견,소,0,5,1,8,520,F,N,흰+검 얼룩
믹스견,소,0,5,1,8,520,F,N,흰색
믹스견,소,0,5,1,8,520,M,N,"황색, 흰색"
믹스견,소,0,5,1,8,520,M,N,"흰색,황색"
믹스견,소,0,5,1,8,520,M,N,검정
믹스견,소,0,5,1,8,520,F,N,흰색
믹스견,소,0,5,1,8,520,F,N,회색
믹스견,소,0,6,1,8,520,M,N,검정
믹스견,소,0,6,1,8,520,F,N,흰색
믹스견,소,0,6,1,8,520,M,N,흰갈색
믹스견,소,0,6,1,8,520,M,N,누렁색
믹스견,소,0,7,1,8,520,F,U,검정
믹스견,소,0,7,1,8,520,M,N,갈/흰
믹스견,소,0,7,1,8,520,M,N,검정색
믹스견,소,0,7,1,8,520,F,N,호피무늬
믹스견,소,0,7,1,8,520,F,U,갈/검
믹스견,소,0,7,1,8,520,F,U,흰/연갈
믹스견,소,0,11,0.5,8,520,F,N,"갈색, 백색"
믹스견,소,0,12,0.5,8,520,M,N,갈색
믹스견,소,0,0,0.8,8.1,526.5,F,U,흰
믹스견,소,0,0,0.8,8.1,526.5,M,N,갈/검/흰
믹스견,소,0,0,0.8,8.1,526.5,M,N,흰/갈
믹스견,소,0,0,0.8,8.1,526.5,F,U,흰
믹스견,소,0,0,0.8,8.1,526.5,F,U,연갈
믹스견,소,0,0,0.8,8.1,526.5,F,U,흰
믹스견,소,0,1,1,8.1,526.5,F,N,흰색
믹스견,소,0,4,1,8.1,526.5,M,N,검정/하양
믹스견,소,0,3,1,8.14,529.1,F,N,갈색/크림
믹스견,소,0,1,1,8.18,531.7,F,U,흑백색
믹스견,소,0,0,0.8,8.2,533,M,N,검/갈/흰
믹스견,소,0,1,1,8.2,533,F,U,노/흰
믹스견,소,0,1,1,8.2,533,F,U,갈/흰
믹스견,소,0,1,1,8.2,533,F,U,흰/갈
믹스견,소,0,1,1,8.2,533,F,U,갈/흰
믹스견,소,0,2,1,8.2,533,F,U,블랙탄
믹스견,소,0,3,1,8.2,533,F,U,갈/흰
믹스견,소,0,3,1,8.2,533,M,U,"흰색, 옅은황색"
믹스견,소,0,3,1,8.2,533,F,U,흰/갈
믹스견,소,0,4,1,8.2,533,F,U,검/흰
믹스견,소,0,4,1,8.2,533,F,U,흰색 갈색
믹스견,소,0,5,1,8.2,533,M,N,"검정색, 크림색"
믹스견,소,0,6,1,8.2,533,F,N,연갈색
믹스견,소,0,8,0.5,8.2,533,M,N,갈/흰
믹스견,소,0,10,0.5,8.2,533,M,N,삼색
믹스견,소,0,0,0.8,8.3,539.5,M,N,갈색
믹스견,소,0,0,0.8,8.3,539.5,M,N,갈색
믹스견,소,0,0,0.8,8.3,539.5,M,N,흰/갈
믹스견,소,0,0,0.8,8.3,539.5,F,U,흰/갈
믹스견,소,0,1,1,8.3,539.5,M,N,갈색
믹스견,소,0,1,1,8.3,539.5,F,U,검/흰
믹스견,소,0,1,1,8.3,539.5,F,U,검/흰
믹스견,소,0,1,1,8.3,539.5,F,N,갈색
믹스견,소,0,2,1,8.3,539.5,F,N,흰갈
믹스견,소,0,2,1,8.3,539.5,M,N,크림
믹스견,소,0,3,1,8.3,539.5,F,N,갈백색
믹스견,소,0,3,1,8.3,539.5,F,N,갈색
믹스견,소,0,5,1,8.3,539.5,M,N,검/흰
믹스견,소,0,3,1,8.32,540.8,F,N,하양
믹스견,소,0,0,0.8,8.36,543.4,M,N,하양
믹스견,소,0,0,0.8,8.4,546,F,N,"검은색,갈색"
믹스견,소,0,1,1,8.4,546,M,N,갈/흰
믹스견,소,0,1,1,8.4,546,M,N,흰
믹스견,소,0,2,1,8.4,546,M,N,"흰색, 갈색"
믹스견,소,0,2,1,8.4,546,F,U,갈/흰
믹스견,소,0,2,1,8.4,546,M,N,갈/흰
믹스견,소,0,2,1,8.4,546,F,U,검
믹스견,소,0,13,0.5,8.4,546,F,U,갈/흰
믹스견,소,0,0,0.8,8.5,552.5,M,N,검/갈/흰
믹스견,소,0,0,0.8,8.5,552.5,F,U,흰
믹스견,소,0,1,1,8.5,552.5,M,N,황색
믹스견,소,0,1,1,8.5,552.5,M,N,흰검
믹스견,소,0,1,1,8.5,552.5,F,U,흰
믹스견,소,0,1,1,8.5,552.5,F,U,연갈색
믹스견,소,0,1,1,8.5,552.5,F,U,"검정,흰색"
믹스견,소,0,1,1,8.5,552.5,M,N,"흰색,황색"
