품종,나이,산책시간(시간),체중,성별,중성화여부,색상
믹스견,2,1,7.1,M,N,갈/흰
믹스견,3,1,7.1,M,N,흰
믹스견,2,1,7.11,F,N,하양
믹스견,0,0.8,7.2,F,U,검/흰
믹스견,0,0.8,7.2,F,U,흰
믹스견,0,0.8,7.2,F,U,갈색
믹스견,1,1,7.2,F,U,흰/노
믹스견,1,1,7.2,F,U,갈/흰
믹스견,1,1,7.2,M,N,"갈색, 흰색"
믹스견,1,1,7.2,M,N,"흰색, 검정색"
믹스견,1,1,7.2,M,N,갈색
믹스견,1,1,7.2,M,N,"흰,갈색"
믹스견,2,1,7.2,F,U,검정
믹스견,2,1,7.2,M,U,검/흰
믹스견,2,1,7.2,M,U,검갈
믹스견,2,1,7.2,F,N,검정 갈색
믹스견,2,1,7.2,F,U,갈/검/흰
믹스견,3,1,7.2,M,N,아이보리
믹스견,3,1,7.2,F,U,갈/흰
믹스견,4,1,7.2,F,U,갈/검/흰
믹스견,7,1,7.2,M,Y,흰/갈
믹스견,0,0.8,7.3,F,U,갈색
믹스견,0,0.8,7.3,F,U,흰/갈
믹스견,1,1,7.3,M,Y,갈백색
믹스견,1,1,7.3,M,N,황색
믹스견,2,1,7.3,F,N,검정
믹스견,2,1,7.3,F,U,"흰색,검은색"
믹스견,3,1,7.3,M,N,갈/흰
믹스견,4,1,7.3,M,N,갈색/흰색
믹스견,0,0.8,7.35,F,N,갈색
믹스견,0,0.8,7.4,M,N,갈/흰
믹스견,0,0.8,7.4,F,U,갈/검/흰
믹스견,0,0.8,7.4,F,U,흰
믹스견,0,0.8,7.4,M,N,흰/갈
믹스견,0,0.8,7.4,M,N,옅은갈색/검정
믹스견,1,1,7.4,F,U,갈/검
믹스견,1,1,7.4,M,N,갈색
믹스견,1,1,7.4,M,U,갈/흰
믹스견,1,1,7.4,M,N,황색
믹스견,2,1,7.4,M,N,갈/흰
믹스견,2,1,7.4,F,U,흰
믹스견,3,1,7.4,M,N,하양
믹스견,3,1,7.4,F,N,갈/흰/검
믹스견,14,0.5,7.4,F,N,흰색
믹스견,2,1,7.42,F,N,갈색
믹스견,3,1,7.45,M,N,갈색/하양
믹스견,0,0.8,7.5,M,N,갈/흰
믹스견,0,0.8,7.5,M,N,"백색,흑색"
믹스견,0,0.8,7.5,F,N,갈색
믹스견,0,0.8,7.5,M,Y,흰
믹스견,1,1,7.5,M,N,흑갈색
믹스견,1,1,7.5,F,U,황색
믹스견,1,1,7.5,M,N,흰색
믹스견,1,1,7.5,M,N,흑갈색
믹스견,1,1,7.5,F,N,"갈색, 백색"
믹스견,1,1,7.5,F,U,흰색
믹스견,1,1,7.5,M,N,흰색
믹스견,1,1,7.5,M,N,"연갈색, 흰색"
믹스견,1,1,7.5,M,N,검갈색
믹스견,2,1,7.5,F,N,크림색
믹스견,2,1,7.5,F,N,옅은갈색
믹스견,2,1,7.5,M,N,흰색
믹스견,2,1,7.5,M,N,흰/갈
믹스견,2,1,7.5,M,Y,크림색
믹스견,2,1,7.5,M,N,갈/흰/노
믹스견,2,1,7.5,M,N,흰색
믹스견,2,1,7.5,M,N,갈색
믹스견,3,1,7.5,F,N,연갈
믹스견,3,1,7.5,M,Y,흰색
믹스견,3,1,7.5,M,N,크림색
믹스견,3,1,7.5,F,N,"흰색, 흑회색"
믹스견,3,1,7.5,M,N,흑갈색
믹스견,3,1,7.5,F,U,흰색
믹스견,3,1,7.5,F,U,갈/흰
믹스견,3,1,7.5,M,N,갈색
믹스견,3,1,7.5,M,N,"흰색, 갈색"
믹스견,3,1,7.5,M,N,크림색
믹스견,4,1,7.5,M,N,"검정색, 흰색"
믹스견,4,1,7.5,F,N,황갈색
믹스견,4,1,7.5,Q,Y,"검정,갈색"
믹스견,5,1,7.5,M,N,연갈색
믹스견,5,1,7.5,F,N,삼색
믹스견,5,1,7.5,M,N,"백색, 흑색"
믹스견,5,1,7.5,F,N,"백색, 갈색"
믹스견,5,1,7.5,F,N,갈색/흰색
믹스견,5,1,7.5,M,Y,흰색
믹스견,0,0.8,7.52,F,U,"검정,갈색,흰색"
믹스견,0,0.8,7.6,M,N,갈색
믹스견,0,0.8,7.6,M,N,검/갈
믹스견,0,0.8,7.6,M,N,흰
믹스견,1,1,7.6,F,U,갈
믹스견,1,1,7.6,M,N,흰/갈
믹스견,2,1,7.6,F,U,검/갈
믹스견,2,1,7.6,M,N,흰/갈/검
믹스견,3,1,7.6,F,U,갈/검/흰
믹스견,3,1,7.6,F,U,갈/흰
믹스견,4,1,7.6,F,U,흰/검
믹스견,3,1,7.64,F,N,베이지
믹스견,3,1,7.7,M,N,그레이&화이트
믹스견,3,1,7.7,F,U,갈색
믹스견,4,1,7.7,F,U,갈/흰
믹스견,5,1,7.7,F,U,갈/흰
믹스견,10,0.5,7.7,F,U,흰/연갈
믹스견,0,0.8,7.8,M,N,흰색
믹스견,0,0.8,7.8,F,N,갈색
믹스견,0,0.8,7.8,F,U,흰/갈
믹스견,0,0.8,7.8,M,Y,흑갈색
믹스견,0,0.8,7.8,M,N,쵸코
믹스견,0,0.8,7.8,F,Y,"흑색, 백색"
믹스견,0,0.8,7.8,M,N,흰/갈/검
믹스견,0,0.8,7.8,F,U,흑백색
믹스견,1,1,7.8,M,N,흰색
믹스견,3,1,7.8,F,U,갈/흰
믹스견,3,1,7.8,F,U,흰
믹스견,3,1,7.8,M,Y,갈백색
믹스견,4,1,7.8,F,N,"황색, 흰색"
믹스견,5,1,7.8,F,N,진갈
믹스견,4,1,7.84,F,N,하양
믹스견,2,1,7.9,M,N,"검정,회색,흰색"
믹스견,2,1,7.9,F,U,흰/갈
믹스견,3,1,7.9,F,N,"흑, 회, 백"
믹스견,4,1,7.9,M,N,갈/검/흰
믹스견,6,1,7.9,M,Y,"갈색, 백색"
믹스견,0,0.8,8,F,U,"검은색, 갈색"
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,M,N,흰색
믹스견,0,0.8,8,F,N,암컷
믹스견,0,0.8,8,M,N,흰색
믹스견,0,0.8,8,Q,U,갈흑백
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,F,N,"갈색,흰색"
믹스견,0,0.8,8,F,U,연갈
믹스견,0,0.8,8,M,N,호피
믹스견,0,0.8,8,M,N,"갈색,검정"
믹스견,0,0.8,8,F,N,베이지
믹스견,0,0.8,8,F,N,회색
믹스견,0,0.8,8,F,U,검/흰
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,M,N,흰/갈
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,F,N,"검정,갈색"
믹스견,0,0.8,8,M,N,흰색
믹스견,0,0.8,8,M,N,검정
믹스견,0,0.8,8,F,U,갈색
믹스견,0,0.8,8,M,N,갈색
믹스견,0,0.8,8,M,U,백색
믹스견,0,0.8,8,F,N,진갈색
믹스견,0,0.8,8,F,N,흰색
믹스견,0,0.8,8,F,U,갈백
믹스견,1,1,8,F,U,"검정,갈색"
믹스견,1,1,8,F,N,흰색
믹스견,1,1,8,F,N,갈색
믹스견,1,1,8,M,U,갈색
믹스견,1,1,8,F,U,검/흰
믹스견,1,1,8,F,N,흰색
믹스견,1,1,8,M,N,흰색
믹스견,1,1,8,M,N,흰색
믹스견,1,1,8,F,N,갈색
믹스견,1,1,8,M,N,갈색
믹스견,1,1,8,F,U,갈/검
믹스견,1,1,8,F,N,블랙탄
믹스견,1,1,8,M,N,연갈색
믹스견,1,1,8,M,N,백 연갈
믹스견,1,1,8,M,N,흰색
믹스견,1,1,8,M,Y,흰색
믹스견,1,1,8,F,N,흰색
믹스견,1,1,8,F,N,베이지
믹스견,1,1,8,M,U,흰색
믹스견,1,1,8,M,N,흰색
믹스견,1,1,8,M,N,흰색
믹스견,1,1,8,M,N,누렁색
믹스견,1,1,8,M,N,갈색
믹스견,1,1,8,F,U,백
믹스견,1,1,8,F,N,황색
믹스견,2,1,8,M,N,갈색
믹스견,2,1,8,M,N,흰색
믹스견,2,1,8,F,N,검정
믹스견,2,1,8,F,N,검갈색
믹스견,2,1,8,F,N,"흰색,갈색"
믹스견,2,1,8,M,N,갈/흰
믹스견,2,1,8,M,N,검갈색
믹스견,2,1,8,F,N,갈색
믹스견,2,1,8,F,U,갈
믹스견,2,1,8,M,N,흰색+검정색 얼룩
믹스견,2,1,8,F,U,백
믹스견,2,1,8,F,N,백갈
믹스견,2,1,8,M,N,백갈
믹스견,2,1,8,M,N,흰
믹스견,2,1,8,F,U,흰색
믹스견,2,1,8,F,U,갈백
믹스견,2,1,8,M,N,흑백갈
믹스견,2,1,8,F,U,백
믹스견,2,1,8,F,U,백갈
믹스견,3,1,8,M,N,황색
믹스견,3,1,8,F,N,갈색
믹스견,3,1,8,M,N,검정
믹스견,3,1,8,M,N,흰색
믹스견,3,1,8,F,U,흰
믹스견,3,1,8,F,N,흰색
믹스견,3,1,8,F,N,흰색
믹스견,3,1,8,Q,U,"황색,"
믹스견,3,1,8,M,N,갈/흰
믹스견,3,1,8,F,N,갈색
믹스견,3,1,8,F,U,검/갈
믹스견,3,1,8,F,N,갈색
믹스견,3,1,8,M,N,흑백색
믹스견,3,1,8,F,N,갈색
믹스견,3,1,8,F,U,흰색
믹스견,3,1,8,M,N,흰누렁색
믹스견,3,1,8,F,U,흰색
믹스견,3,1,8,F,N,크림색
믹스견,3,1,8,F,U,흰/갈
믹스견,3,1,8,F,N,갈색/가슴 흰줄
믹스견,3,1,8,M,N,갈색
믹스견,3,1,8,Q,Y,검정.황색
믹스견,3,1,8,M,N,갈색
믹스견,3,1,8,M,N,갈색
믹스견,4,1,8,F,N,연갈
믹스견,4,1,8,M,N,"황색,흰색"
믹스견,4,1,8,F,N,흰+검 얼룩
믹스견,4,1,8,F,N,"흑회색, 흰색"
믹스견,4,1,8,F,U,흰갈색
믹스견,4,1,8,M,N,흰색+갈색
믹스견,4,1,8,M,N,연누렁색
믹스견,4,1,8,F,N,검갈
믹스견,4,1,8,M,U,황색
믹스견,5,1,8,F,N,흰+갈색
믹스견,5,1,8,F,N,흰+검 얼룩
믹스견,5,1,8,F,N,흰색
믹스견,5,1,8,M,N,"황색, 흰색"
믹스견,5,1,8,M,N,"흰색,황색"
믹스견,5,1,8,M,N,검정
믹스견,5,1,8,F,N,흰색
믹스견,5,1,8,F,N,회색
믹스견,6,1,8,M,N,검정
믹스견,6,1,8,F,N,흰색
믹스견,6,1,8,M,N,흰갈색
믹스견,6,1,8,M,N,누렁색
믹스견,7,1,8,F,U,검정
믹스견,7,1,8,M,N,갈/흰
믹스견,7,1,8,M,N,검정색
믹스견,7,1,8,F,N,호피무늬
믹스견,7,1,8,F,U,갈/검
믹스견,7,1,8,F,U,흰/연갈
믹스견,11,0.5,8,F,N,"갈색, 백색"
믹스견,12,0.5,8,M,N,갈색
믹스견,0,0.8,8.1,F,U,흰
믹스견,0,0.8,8.1,M,N,갈/검/흰
믹스견,0,0.8,8.1,M,N,흰/갈
믹스견,0,0.8,8.1,F,U,흰
믹스견,0,0.8,8.1,F,U,연갈
믹스견,0,0.8,8.1,F,U,흰
믹스견,1,1,8.1,F,N,흰색
믹스견,4,1,8.1,M,N,검정/하양
믹스견,3,1,8.14,F,N,갈색/크림
믹스견,1,1,8.18,F,U,흑백색
믹스견,0,0.8,8.2,M,N,검/갈/흰
믹스견,1,1,8.2,F,U,노/흰
믹스견,1,1,8.2,F,U,갈/흰
믹스견,1,1,8.2,F,U,흰/갈
믹스견,1,1,8.2,F,U,갈/흰
믹스견,2,1,8.2,F,U,블랙탄
믹스견,3,1,8.2,F,U,갈/흰
믹스견,3,1,8.2,M,U,"흰색, 옅은황색"
믹스견,3,1,8.2,F,U,흰/갈
믹스견,4,1,8.2,F,U,검/흰
믹스견,4,1,8.2,F,U,흰색 갈색
믹스견,5,1,8.2,M,N,"검정색, 크림색"
믹스견,6,1,8.2,F,N,연갈색
믹스견,8,0.5,8.2,M,N,갈/흰
믹스견,10,0.5,8.2,M,N,삼색
믹스견,0,0.8,8.3,M,N,갈색
믹스견,0,0.8,8.3,M,N,갈색
믹스견,0,0.8,8.3,M,N,흰/갈
믹스견,0,0.8,8.3,F,U,흰/갈
믹스견,1,1,8.3,M,N,갈색
믹스견,1,1,8.3,F,U,검/흰
믹스견,1,1,8.3,F,U,검/흰
믹스견,1,1,8.3,F,N,갈색
믹스견,2,1,8.3,F,N,흰갈
믹스견,2,1,8.3,M,N,크림
믹스견,3,1,8.3,F,N,갈백색
믹스견,3,1,8.3,F,N,갈색
믹스견,5,1,8.3,M,N,검/흰
믹스견,3,1,8.32,F,N,하양
믹스견,0,0.8,8.36,M,N,하양
믹스견,0,0.8,8.4,F,N,"검은색,갈색"
믹스견,1,1,8.4,M,N,갈/흰
믹스견,1,1,8.4,M,N,흰
믹스견,2,1,8.4,M,N,"흰색, 갈색"
믹스견,2,1,8.4,F,U,갈/흰
믹스견,2,1,8.4,M,N,갈/흰
믹스견,2,1,8.4,F,U,검
믹스견,13,0.5,8.4,F,U,갈/흰
믹스견,0,0.8,8.5,M,N,검/갈/흰
믹스견,0,0.8,8.5,F,U,흰
믹스견,1,1,8.5,M,N,황색
믹스견,1,1,8.5,M,N,흰검
믹스견,1,1,8.5,F,U,흰
믹스견,1,1,8.5,F,U,연갈색
믹스견,1,1,8.5,F,U,"검정,흰색"
믹스견,1,1,8.5,M,N,"흰색,황색"
믹스견,1,1,8.5,M,N,흰색황색
믹스견,1,1,8.5,M,N,"흰,갈색"
믹스견,2,1,8.5,M,N,갈색
믹스견,2,1,8.5,F,N,검정색
믹스견,2,1,8.5,M,Y,갈/검
믹스견,2,1,8.5,M,N,흰색
믹스견,2,1,8.5,M,N,"흑색, 갈색"
믹스견,2,1,8.5,M,N,"흑회색, 크림색"
믹스견,2,1,8.5,F,N,크림색
믹스견,3,1,8.5,F,N,검정/회색
믹스견,3,1,8.5,F,U,갈/흰
믹스견,3,1,8.5,M,N,갈백색
믹스견,3,1,8.5,F,U,흰바탕에 검은 무늬
믹스견,3,1,8.5,F,U,갈/검
믹스견,3,1,8.5,F,N,"흰색, 갈색"
믹스견,3,1,8.5,M,N,흰갈색
믹스견,4,1,8.5,F,N,크림색
믹스견,4,1,8.5,F,U,흰누렁색
믹스견,5,1,8.5,F,N,연갈색
믹스견,5,1,8.5,M,N,황색
믹스견,5,1,8.5,M,N,흑갈색
믹스견,0,0.8,8.6,M,U,갈/흰
믹스견,0,0.8,8.6,M,N,갈/흰
믹스견,1,1,8.6,M,N,검/갈
믹스견,5,1,8.6,F,U,흑갈색
믹스견,7,1,8.6,F,U,검/갈/흰
믹스견,0,0.8,8.64,M,N,흑갈색
믹스견,0,0.8,8.7,F,U,최득남
믹스견,2,1,8.7,F,N,흰색
믹스견,2,1,8.7,F,U,검/갈/흰
믹스견,5,1,8.7,M,N,갈백
믹스견,5,1,8.7,M,N,갈/흰/검
믹스견,5,1,8.7,M,Y,갈색
믹스견,6,1,8.7,F,U,"백색, 갈색"
믹스견,0,0.8,8.8,M,N,갈
믹스견,0,0.8,8.8,M,N,흰색+갈색
믹스견,0,0.8,8.8,F,U,갈/흰
믹스견,1,1,8.8,F,U,갈/흰
믹스견,2,1,8.8,F,U,흰
믹스견,2,1,8.8,M,N,흰색
믹스견,2,1,8.8,F,U,갈/흰
믹스견,3,1,8.8,M,N,흰/갈
믹스견,6,1,8.82,F,N,하양
믹스견,4,1,8.86,F,N,옅은 갈색/하양
믹스견,0,0.8,8.9,F,N,"백색, 갈색"
믹스견,0,0.8,8.9,M,N,검/갈
믹스견,2,1,8.9,F,U,갈/흰
믹스견,3,1,8.9,F,U,갈/검/흰
믹스견,3,1,8.95,M,N,검정/갈색
믹스견,0,0.8,9,F,N,검정
믹스견,0,0.8,9,F,N,흰색
믹스견,0,0.8,9,F,N,갈/흰
믹스견,0,0.8,9,F,N,갈흑
믹스견,0,0.8,9,F,N,흑
믹스견,0,0.8,9,F,N,흰색
믹스견,0,0.8,9,M,N,"백색, 갈색"
믹스견,0,0.8,9,F,U,흰색
믹스견,0,0.8,9,F,N,갈색
믹스견,0,0.8,9,M,N,갈색
믹스견,0,0.8,9,M,N,연갈/흰
믹스견,0,0.8,9,M,N,백흑
믹스견,0,0.8,9,M,N,누렁색
믹스견,0,0.8,9,F,U,흰/갈
믹스견,0,0.8,9,F,U,연갈색
믹스견,0,0.8,9,M,U,"옅은황색, 흰색"
믹스견,1,1,9,F,N,흰색
믹스견,1,1,9,M,N,검정
믹스견,1,1,9,F,U,흰색
믹스견,1,1,9,F,U,갈/흰
믹스견,1,1,9,M,N,옅은갈색
믹스견,1,1,9,F,U,갈/흰
믹스견,1,1,9,F,U,갈색
믹스견,1,1,9,F,U,크림색
믹스견,1,1,9,M,N,갈색
믹스견,1,1,9,F,U,크림색
믹스견,1,1,9,M,N,갈백색
믹스견,1,1,9,M,N,"검정색, 흰색"
믹스견,1,1,9,F,U,"검은색,흰색"
믹스견,1,1,9,M,N,흰색
믹스견,1,1,9,M,N,백
믹스견,1,1,9,F,U,검정색
믹스견,1,1,9,F,N,흰색
믹스견,1,1,9,M,Y,검정.황색
믹스견,1,1,9,F,U,검정색
믹스견,1,1,9,F,N,황색
믹스견,1,1,9,F,N,황색
믹스견,2,1,9,F,U,흑갈색
믹스견,2,1,9,M,N,"황색, 크림색"
믹스견,2,1,9,M,U,갈흑백
믹스견,2,1,9,F,U,흰색
믹스견,2,1,9,F,U,갈색
믹스견,2,1,9,M,N,흰색
믹스견,2,1,9,F,U,백색
믹스견,2,1,9,F,U,흰색
믹스견,2,1,9,M,N,흰색
믹스견,2,1,9,M,N,연갈색
믹스견,2,1,9,M,N,노/흰
믹스견,2,1,9,M,N,황색
믹스견,2,1,9,F,N,갈색
믹스견,2,1,9,F,U,갈색
믹스견,2,1,9,M,N,갈색
믹스견,2,1,9,F,U,"검정,흰색"
믹스견,2,1,9,F,N,"갈색, 흰색"
믹스견,2,1,9,F,N,"황색, 흰색"
믹스견,2,1,9,F,U,흰/갈
믹스견,2,1,9,M,N,흰
믹스견,2,1,9,M,N,검정색
믹스견,3,1,9,F,U,검/갈/흰
믹스견,3,1,9,F,U,흰색
믹스견,3,1,9,F,N,흰색
믹스견,3,1,9,M,N,흰색
믹스견,3,1,9,M,N,연갈색
믹스견,3,1,9,F,N,황색
믹스견,3,1,9,Q,Y,황색.검정
믹스견,3,1,9,F,N,갈색
믹스견,4,1,9,F,N,검/갈
믹스견,4,1,9,F,N,흰갈
믹스견,4,1,9,F,N,갈색
믹스견,5,1,9,M,U,갈/흰
믹스견,5,1,9,M,N,삼색
믹스견,5,1,9,M,N,흑백
믹스견,6,1,9,F,N,크림색
믹스견,6,1,9,M,N,흰색
믹스견,6,1,9,M,U,갈/흰
믹스견,6,1,9,M,N,흰색
믹스견,6,1,9,M,N,흰/회
믹스견,10,0.5,9,M,N,백
믹스견,1,1,9.1,F,U,갈/흰
믹스견,2,1,9.1,M,N,검/흰
믹스견,2,1,9.11,M,N,하양
믹스견,0,0.8,9.12,F,N,하양
믹스견,0,0.8,9.2,F,U,흰
믹스견,1,1,9.2,F,U,갈/연갈
믹스견,1,1,9.2,M,Y,갈
믹스견,1,1,9.2,M,N,"흑색, 백색, 갈색"
믹스견,2,1,9.2,M,N,갈/연갈
믹스견,4,1,9.2,F,N,검정
믹스견,0,0.8,9.28,M,N,하양
믹스견,3,1,9.28,F,N,옅은 갈색
믹스견,4,1,9.28,M,N,옅은 갈색/하양
믹스견,1,1,9.3,M,N,흰/갈
믹스견,1,1,9.3,F,U,갈/흰
믹스견,2,1,9.3,F,U,흰/갈
믹스견,2,1,9.3,F,U,갈/검/흰
믹스견,3,1,9.3,M,N,황색
믹스견,3,1,9.3,F,U,검/갈/흰
믹스견,4,1,9.3,F,U,갈/검
믹스견,2,1,9.34,F,N,흰색
믹스견,0,0.8,9.4,F,U,갈/검/흰
믹스견,1,1,9.4,M,N,갈
믹스견,2,1,9.4,M,N,갈/흰
믹스견,0,0.8,9.5,M,N,검은색
믹스견,0,0.8,9.5,M,N,검은색
믹스견,0,0.8,9.5,F,U,흰/갈
믹스견,1,1,9.5,M,N,갈/검
믹스견,1,1,9.5,F,N,흰색
믹스견,1,1,9.5,M,N,흰
믹스견,1,1,9.5,F,N,황색
믹스견,1,1,9.5,F,N,흰색
믹스견,1,1,9.5,M,N,검/갈/회
믹스견,1,1,9.5,F,N,황색
믹스견,1,1,9.5,M,Y,흰색
믹스견,1,1,9.5,M,N,흑회색
믹스견,2,1,9.5,F,U,흰/갈
믹스견,2,1,9.5,M,N,흰색
믹스견,2,1,9.5,M,N,"검정색, 크림색"
믹스견,2,1,9.5,M,N,흰색
믹스견,2,1,9.5,F,N,크림/흰색
믹스견,3,1,9.5,F,N,흰색
믹스견,3,1,9.5,F,U,갈색
믹스견,3,1,9.5,F,N,삼색
믹스견,3,1,9.5,M,N,갈/검/흰
믹스견,3,1,9.5,M,Y,갈백색
믹스견,4,1,9.5,M,N,흑갈색
믹스견,4,1,9.5,M,N,황백
믹스견,4,1,9.5,M,N,크림색
믹스견,5,1,9.5,M,N,"검정색, 크림색"
믹스견,0,0.8,9.6,F,U,흰/갈
믹스견,0,0.8,9.6,F,U,흰갈색
믹스견,1,1,9.6,F,U,갈/흰
믹스견,3,1,9.6,M,N,흰색
믹스견,4,1,9.68,F,N,하양
믹스견,0,0.8,9.7,M,N,갈/흰
믹스견,0,0.8,9.7,M,N,갈/검/흰
믹스견,2,1,9.7,M,N,갈/흰
믹스견,2,1,9.7,F,U,갈/검/흰
믹스견,3,1,9.7,M,N,갈/검/흰
믹스견,4,1,9.7,F,U,검/갈/흰
믹스견,0,0.8,9.72,F,U,"흑,백"
믹스견,0,0.8,9.72,F,N,흑백색
믹스견,0,0.8,9.8,M,N,흰
믹스견,0,0.8,9.8,M,N,갈색
믹스견,1,1,9.8,F,U,검
믹스견,2,1,9.8,M,N,갈/흰
믹스견,2,1,9.8,F,U,갈/흰
믹스견,2,1,9.8,M,U,흰색
믹스견,1,1,9.9,F,U,흰색
믹스견,1,1,9.9,F,U,흰색
믹스견,3,1,9.9,M,Y,갈
믹스견,5,1,9.9,M,N,갈색
믹스견,0,0.8,10,M,N,백색
믹스견,0,0.8,10,F,N,백
믹스견,0,0.8,10,M,N,백
믹스견,0,0.8,10,F,U,갈백
믹스견,0,0.8,10,F,N,"검정,갈색"
믹스견,0,0.8,10,M,N,갈
믹스견,0,0.8,10,M,N,갈
믹스견,0,0.8,10,M,N,백갈
믹스견,0,0.8,10,M,N,백갈
믹스견,0,0.8,10,M,N,흑
믹스견,0,0.8,10,F,U,흰
믹스견,0,0.8,10,M,N,삼색
믹스견,0,0.8,10,M,N,갈/검/흰
믹스견,0,0.8,10,M,N,검정
믹스견,0,0.8,10,M,N,"흰색,옅은갈색"
믹스견,0,0.8,10,M,N,갈백
믹스견,0,0.8,10,M,N,옅은갈색
믹스견,0,0.8,10,M,N,백
믹스견,0,0.8,10,M,N,흰색
믹스견,0,0.8,10,M,N,흰색
믹스견,0,0.8,10,F,N,갈색
믹스견,0,0.8,10,F,U,갈/검/흰
믹스견,0,0.8,10,F,N,백
믹스견,0,0.8,10,M,N,옅은갈색
믹스견,0,0.8,10,F,N,옅은갈색
믹스견,0,0.8,10,M,N,옅은갈색
믹스견,0,0.8,10,M,N,검정색
믹스견,0,0.8,10,F,N,백
믹스견,0,0.8,10,F,U,백
믹스견,0,0.8,10,M,N,갈/검/흰
믹스견,0,0.8,10,F,N,검갈색
믹스견,0,0.8,10,F,U,갈/흰
믹스견,0,0.8,10,F,U,흑갈
믹스견,0,0.8,10,F,U,흰/검
믹스견,0,0.8,10,F,U,백
믹스견,0,0.8,10,M,N,갈색
믹스견,0,0.8,10,F,U,흰/노
믹스견,0,0.8,10,M,N,흰/노
믹스견,0,0.8,10,F,U,흰/갈
믹스견,0,0.8,10,M,N,흰
믹스견,0,0.8,10,M,N,갈백흑
믹스견,0,0.8,10,F,N,갈색
믹스견,1,1,10,M,N,"검정,갈색"
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,F,U,베이지
믹스견,1,1,10,F,N,갈/흰
믹스견,1,1,10,F,U,검/흰
믹스견,1,1,10,F,U,흰/갈
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,F,U,호구
믹스견,1,1,10,M,N,"흰색,검정"
믹스견,1,1,10,F,U,호구
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,F,N,백
믹스견,1,1,10,F,N,갈흰색
믹스견,1,1,10,M,N,검/흰
믹스견,1,1,10,F,U,흰/갈
믹스견,1,1,10,M,N,흑갈색
믹스견,1,1,10,F,N,"검정,흰색"
믹스견,1,1,10,M,U,검정
믹스견,1,1,10,M,N,갈색
믹스견,1,1,10,M,N,연갈
믹스견,1,1,10,F,N,블랙
믹스견,1,1,10,F,N,갈색
믹스견,1,1,10,F,N,갈색
믹스견,1,1,10,F,U,갈색
믹스견,1,1,10,F,U,연갈색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,F,U,흰색
믹스견,1,1,10,F,U,갈/검
믹스견,1,1,10,F,U,흰색
믹스견,1,1,10,M,N,검갈흰색
믹스견,1,1,10,F,N,백
믹스견,1,1,10,F,U,연갈색
믹스견,1,1,10,F,N,갈색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,M,Y,흰색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,F,U,"검정, 흰색"
믹스견,1,1,10,F,U,흰검정색
믹스견,1,1,10,F,U,백
믹스견,1,1,10,F,U,갈색
믹스견,1,1,10,F,N,황색
믹스견,1,1,10,F,N,흰색+검정색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,M,N,황색
믹스견,1,1,10,F,U,갈/검
믹스견,1,1,10,F,U,흰/갈
믹스견,1,1,10,M,N,크림색
믹스견,1,1,10,M,N,흰색
믹스견,1,1,10,M,N,황색/흰색
믹스견,1,1,10,M,N,갈흑백
믹스견,1,1,10,F,N,백
믹스견,2,1,10,M,N,흰색
믹스견,2,1,10,F,U,갈백흑
믹스견,2,1,10,M,N,"흰색,갈색,검정"
믹스견,2,1,10,F,U,갈
믹스견,2,1,10,F,U,흑갈색
믹스견,2,1,10,F,N,흰색
믹스견,2,1,10,M,N,갈색
믹스견,2,1,10,M,U,"흰색,갈색"
믹스견,2,1,10,F,U,"검정,흰색"
믹스견,2,1,10,M,N,흰색
믹스견,2,1,10,F,N,갈색
믹스견,2,1,10,M,N,검회흰색
믹스견,2,1,10,M,N,흰/노
믹스견,2,1,10,M,N,갈/흰
믹스견,2,1,10,F,N,블랙탄
믹스견,2,1,10,M,N,갈흑백
믹스견,2,1,10,M,N,갈색
믹스견,2,1,10,F,N,흰색
믹스견,2,1,10,F,U,검/흰
믹스견,2,1,10,M,N,갈색
믹스견,2,1,10,F,U,흰/갈
믹스견,2,1,10,F,U,갈색
믹스견,2,1,10,F,N,흰색
믹스견,2,1,10,M,U,"흰색,갈색"
믹스견,2,1,10,M,U,흰색
믹스견,2,1,10,F,N,검정
믹스견,2,1,10,F,U,갈/흰
믹스견,2,1,10,M,N,흰색
믹스견,2,1,10,F,N,흰색
믹스견,2,1,10,M,U,흰색
믹스견,2,1,10,F,U,검정
믹스견,2,1,10,M,N,갈백
믹스견,2,1,10,M,N,흰색
믹스견,2,1,10,F,U,베이지색
믹스견,2,1,10,M,N,백
믹스견,2,1,10,F,U,갈색
믹스견,2,1,10,M,N,갈/검/흰
믹스견,2,1,10,F,N,백
믹스견,2,1,10,M,Y,흰색
믹스견,2,1,10,F,U,갈색
믹스견,2,1,10,F,U,흰색
믹스견,2,1,10,M,N,갈/검/흰
믹스견,2,1,10,M,N,갈색
